商品[       150101]-[      6000183] ＊＊ 商品ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/04/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品CD,商品名ｶﾅ,商品名,商品名(略),商品名入力,相手先商品番号,JANｺｰﾄﾞ,大分類,中分類,課税区分,在庫管理,入荷残管理,売上残管理,入数,単位,標準在庫数,標準原価,定価,登録日,最終更新日,経理ｺｰﾄﾞ,科目名,仕入先ｺｰﾄﾞ,仕入先名,備考,仕様,種別コード,種別名,管理部署コード,管理部署名,棚番,品　名,軽減税率区分,平均売値,単重,分類１CD,分類１名,分類２CD,分類２名,分類３CD,分類３名,分類４CD,分類４名
170628,M19-B,M19-B,M19-B,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,243.65,,2024/5/9,2025/3/17,     ,,       ,,,M19-B,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170629,M14-B,M14-B,M14-B,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,283.47,,2024/5/21,2025/3/17,     ,,       ,,,M14-B,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170630,M11-B3,M11-B3,M11-B3,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,178.36,,2024/8/23,2025/3/17,     ,,       ,,2024年8月ｺｰﾋｰ変更,M11-B3,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170631,M20-B,M20-B,M20-B,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,256.77,,2024/10/30,2025/3/17,     ,,       ,,M14-Bの後継品,緑茶TB3g/8、塩海苔、たまごスープ、珈琲(白)×2、箱:凛,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170632,M19-B1,M19-B1,M19-B1,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,246.55,,2024/12/21,2025/3/17,     ,,       ,,,箱:追憶  構成:上煎茶40　塩海苔×2、たまごスープ,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170633,M13-B2,M13-B2,M13-B2,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,210.64,,2025/1/28,2025/3/17,     ,,       ,,,箱:追憶 構成:煎茶30ｇ、ｳｴﾊｰｽ、茶羊羹,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170802,T03-D,T03-D,T03-D,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,649.26,,2019/9/27,2025/3/27,     ,,       ,,,T03-D,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170803,T04-D,T04-D,T04-D,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,980.1,,2019/9/27,2025/3/17,     ,,       ,,,T04-D,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170804,T05-D,T05-D,T05-D,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,690.71,,2019/9/27,2025/3/17,     ,,       ,,,T05-D,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170806,T07-D,T07-D,T07-D,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,814.27,,2021/11/26,2025/3/17,     ,,       ,,,T07-D,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170807,T02-D1,T02-D1,T02-D1,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,571.25,1250,2022/3/30,2025/3/27,     ,,       ,,,T02-D1,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170809,T08-C,T08-C,T08-C,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,306.49,900,2023/8/30,2024/11/13,     ,,       ,,平安祭典用,T08-C(T01-C後継品),7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
170810,T09-C,T09-C,T09-C,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,321.49,900,2025/1/2,2025/3/17,     ,,       ,,平安祭典用(T08-Cの後継品),箱:白(匠)　内袋:煎茶40g×3,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
171000,F01-D,F01-D,F01-D,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,1464.35,,2019/9/27,2025/3/17,     ,,       ,,,F01-D,7,セット商品,1,卸課,,会葬品,1 軽減税率,,,,,,,,,,
171201,K-02,K-02　(通夜菓子),K-02 (通夜菓子),入力する,,, 15 仏事,  2 その他,1 外税,管理する,管理する,管理する,,,,90.39,160,2022/3/27,2025/3/17,     ,,       ,,K-01のTB2g変更分,ローカー　バニラミニ、煎茶TB2g外装付,7,セット商品,1,卸課,,通夜菓子,1 軽減税率,,,,,,,,,,
171205,K-06,K-06 （通夜菓子）,K-06(通夜菓子),入力する,,, 15 仏事,  2 その他,1 外税,管理する,管理する,管理する,,,,133.19,230,2023/12/6,2025/3/17,     ,,       ,,,市島羊羹(抹茶)、ウエハース、緑茶TB2g外装付き,7,セット商品,1,卸課,,通夜菓子,1 軽減税率,,,,,,,,,,
999998,オロシブショクチウチ,卸部　諸口内税,卸部 諸口内税,入力する,,, 60 総務諸口,,3 非課税,管理しない,管理する,管理する,,,,,,2000/8/5,2024/11/18,     ,,1020,西平石油㈲,,,6,その他,4,総務部,,卸部 諸口内税,0 通常,,,,,,,,,,
999999,オロシブショクチソト,卸部　諸口外税,卸部 諸口外税,入力する,,, 60 総務諸口,,1 外税,管理しない,管理する,管理する,,,,,,2000/6/29,2024/11/18,     ,,1059,株式会社メモリ－ド宮崎メモリ－ドホ－ル,,,6,その他,4,総務部,,卸部 諸口外税,0 通常,,,,,,,,,,
1010103,リョウチャデンセツカ,緑茶伝説(薫) 100g,緑茶伝説 1000/100g,入力する,3,4933378090037,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,367.85,1000,2000/5/28,2024/9/6,     ,,       ,,,100g,1,製品,2,小売支援課,1-S2-2,緑茶伝説(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010105,リョクチャデンセツカ,緑茶伝説(薫) 60g,緑茶伝説 1000/60g,入力する,3,4933378093304,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,230.05,900,2014/9/25,2024/9/6,     ,,       ,,,60g,1,製品,2,小売支援課,1-S3-3,緑茶伝説(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010106,リョクチャデンセツカ,緑茶伝説(薫) 50g,緑茶伝説 1000/50g,入力する,3,4933378093311,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,196.85,750,2014/9/25,2024/9/6,     ,,       ,,,50g,1,製品,2,小売支援課,,緑茶伝説(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010107,リョクチャデンセツタ,緑茶伝説(匠) 50g,緑茶伝説 1500/50g,入力する,2,4933378093328,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,310.94,1200,2014/9/25,2024/9/6,     ,,       ,,,50g,1,製品,2,小売支援課,,緑茶伝説(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010111,リョクチャデンセツキ,緑茶伝説(極) 50g,緑茶伝説(極) 50g,入力する,179,4933378102471,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,347.29,1900,2023/3/7,2024/9/6,     ,,       ,,,50g、(袋:50351),1,製品,2,小売支援課,,緑茶伝説(極)-M,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010201,リョクチャデンセツタ,緑茶伝説(匠) 70g,緑茶伝説 1500/70g,入力する,2,4933378090020,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,424.64,1000,2000/5/28,2024/9/6,     ,,       ,,,70g,1,製品,2,小売支援課,1-S2-1,緑茶伝説(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010202,リョクチャデンセツミ,緑茶伝説(雅) 50g,緑茶伝説 2000/50g,入力する,1,4933378090853,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,336.98,1300,2007/12/15,2024/9/6,     ,,       ,,,50g,1,製品,2,小売支援課,1-S1-1,緑茶伝説(雅)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010204,リョクチャデンセツカ,緑茶伝説(風) 50g,緑茶伝説(風)/50g,入力する,4,4933378097357,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,153.98,550,2018/1/4,2024/9/6,     ,,       ,,(株)ひろ様へ販売(マカオ向け),50g,1,製品,2,小売支援課,,緑茶伝説(風)、袋,1 軽減税率,,,,,,,,,,
1010309,イッセンパックリョク,一煎パック　緑茶伝説(匠) 4g,一煎ﾊﾟｯｸ(緑)1500/4g,入力する,2,4933378095551,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,42.83,100,2000/6/22,2024/9/6,     ,,       ,,,4g,1,製品,2,小売支援課,1-S5-3,緑茶伝説(匠)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010310,イッセンパックエイサ,一煎パック　栄西物語(薫) 7g,一煎ﾊﾟｯｸ(栄)1000/7g,入力する,7,4933378093007,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,42.74,150,2000/6/22,2024/9/6,     ,,       ,,,7g,1,製品,2,小売支援課,注文時のみ,栄西物語(薫)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010311,イッセンパックエイサ,一煎パック　栄西物語(薫) 4g,一煎ﾊﾟｯｸ(栄)1000/4g,入力する,7,4933378097777,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,32.48,60,2000/6/22,2024/9/6,     ,,       ,,,4g,1,製品,2,小売支援課,1-S5-3,栄西物語(薫)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010312,イッセンパックリョク,一煎パック　緑茶伝説(匠) 7g,一煎ﾊﾟｯｸ(緑)1500/7g,入力する,2,4933378093014,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,59.89,160,2007/5/1,2024/9/6,     ,,       ,,,7g,1,製品,2,小売支援課,注文時のみ,緑茶伝説(匠)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010315,イッセンパックリョク,一煎パック　緑茶伝説(薫) 4g,一煎ﾊﾟｯｸ(緑)1000/4g,入力する,3,4933381334524,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,33.98,60,2015/2/8,2024/11/13,     ,,       ,,,4g,1,製品,2,小売支援課,注文時のみ,緑茶伝説(薫)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010329,イッセンパックリョク,一煎パック　緑茶伝説(風) 4g,一煎ﾊﾟｯｸ 緑茶伝説(風,入力する,4,4933378098200,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,30.44,50,2018/9/14,2024/11/13,     ,,       ,,,4g,1,製品,2,小売支援課,,緑茶伝説(風)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
1010330,イッセンパックエイサ,一煎パック　栄西物語(風) 4g,一煎ﾊﾟｯｸ 栄西物語(風,入力する,8,4933378098217,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,28.94,50,2018/9/14,2024/11/13,     ,,       ,,,4g,1,製品,2,小売支援課,,栄西物語(風)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
1010332,リョクチャデンセツカ,緑茶伝説(薫) 500g,緑茶伝説(薫) 500g,入力する,3,4933378098460,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1747.5,,2018/11/7,2024/9/6,     ,,       ,,,500g、(袋:4603),1,製品,2,小売支援課,,緑茶伝説(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010401,シンチャミヤビ,新茶(雅)075_100g_袋YF2,新茶 2000/100g,入力する,75,4933378090488,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,646.85,2500,2000/6/13,2024/11/13,     ,,       ,,※旭興産向け特注,100g、袋YF2,1,製品,2,小売支援課,,新茶(雅)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010402,シンチャミヤビ,新茶(雅) 50g,新茶 2000/50g,入力する,75,4933378090594,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,336.68,1300,2000/6/13,2024/11/13,     ,,       ,,,50g,1,製品,2,小売支援課,,新茶(雅)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010403,シンチャタクミ,新茶(匠)076_100g_袋YF3,新茶 1500/100g,入力する,76,4933378090471,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,615.05,2312,2000/6/13,2024/11/13,     ,,       ,,旭興産向け特注,100g、袋YF3,1,製品,2,小売支援課,,新茶(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010417,シンチャカオリ,新茶(薫)077_70g_袋YF4,新茶 1000/70g,入力する,077(鹿児島茶ｼｰﾙなし),4933378090457,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,265.6,700,2006/4/23,2024/11/13,     ,,       ,,2024年蓬の郷特注　鹿児島茶シールなし,70g,1,製品,2,小売支援課,,原料 新茶(薫)-M,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010418,シンチャイッセンパッ,新茶 一煎パック(匠) 4g,新茶 一煎ﾊﾟｯｸ 1500/4,入力する,76,4933378093045,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,34.83,100,2006/4/23,2024/11/13,     ,,       ,,,4g,1,製品,2,小売支援課,,新茶(匠)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010419,シンチャイッセンパッ,新茶 一煎パック(匠) 7g,新茶 一煎ﾊﾟｯｸ 1500/7,入力する,76,4933378093052,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,52.49,160,2007/4/30,2024/11/13,     ,,       ,,,7g,1,製品,2,小売支援課,,新茶(匠)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010427,シンチャシラオリ,新茶　白折　600/100g,新茶 白折 600/100g,入力する,87,4933378091034,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,265.6,600,2008/5/1,2024/11/13,     ,,       ,,,100g,1,製品,2,小売支援課,,新茶 白折(600),1 軽減税率,,,1,リーフ,5,茎茶,2,M(無薬相当品),,
1010430,シンチャセンチャヨウ,新茶　煎茶(陽) 500g,新 煎茶(陽)/500g,入力する,86,4933378094394,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,894.7,,2015/5/3,2024/9/6,     ,,       ,,原田店　特注,2500/500g,1,製品,2,小売支援課,,新茶 煎茶,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010431,シンチャカオリ,新茶(薫)077_500g_袋4603,新茶 薫/500g,入力する,77,4933378094400,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1750.7,,2015/5/5,2024/9/6,     ,,       ,,原田・鹿児島(営)　特注,500g、薫シール(大)、新茶シール/354,1,製品,2,小売支援課,,新茶(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010432,シンチャイッセンパッ,新茶　一煎パック(薫)4g,新茶 1000/4g,入力する,77,4933378094417,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,24.18,60,2015/5/15,2024/11/13,     ,,       ,,原田特注,4g,1,製品,2,小売支援課,,新茶(薫)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010442,シンチャセンチャヨウ,新茶　煎茶(陽) 500g 真空 S,新茶 煎茶(陽)500g 真,入力する,86,4933378096510,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,894.05,,2017/5/13,2024/9/6,     ,,       ,,,500g(三昧堂様),1,製品,2,小売支援課,注文時のみ,新茶煎茶・真空,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010447,シンチャイッセンパッ,新茶　一煎パック(雅) 4g,新茶 一煎ﾊﾟｯｸ(雅) 4g,入力する,75,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,36.38,110,2020/4/27,2024/9/6,     ,,       ,,サンプル用,4g、(袋:21942),1,製品,2,小売支援課,,新茶(雅)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010448,シンチャミヤビ,新茶(雅) 80g,新茶(雅) 80g,入力する,75,4933378102501,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,522.85,2000,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶(雅)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010449,シンチャタクミ,新茶(匠) 50g,新茶(匠) 50g,入力する,76,4933378102518,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,320.64,1200,2023/3/31,2024/11/13,     ,,       ,,,50g,1,製品,2,小売支援課,,新茶(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010450,シンチャタクミ,新茶(匠) 80g,新茶(匠) 80g,入力する,76,4933378102525,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,497.35,1850,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010451,シンチャカオリ,新茶(薫) 50g,新茶(薫) 50g,入力する,77,4933378102532,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,197.65,750,2023/3/31,2024/11/13,     ,,       ,,,50g,1,製品,2,小売支援課,,新茶(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010452,シンチャカオリ,新茶(薫) 80g,新茶(薫) 80g,入力する,77,4933378102549,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,300.25,1200,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010453,シンチャカゼ,新茶(風) 80g,新茶(風) 80g,入力する,78,4933378102556,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,234.15,880,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶(風)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010514,シンチャエイサイモノ,新茶　栄西物語(匠) 80g缶内袋,新茶 栄西物語(匠)/80,入力する,79,4933378096176,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,465.71,1850,2017/4/18,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,内袋、新茶栄西物語(匠)、缶用,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010515,シンチャエイサイモノ,新茶　栄西物語(薫) 80g缶内袋,新茶 栄西物語(薫)/80,入力する,80,4933378096183,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,284.61,1200,2017/4/18,2024/11/13,     ,,       ,,,80g,2,半製品,2,小売支援課,,内袋、新茶栄西物語(薫)、缶用,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010517,シンチャイッセンパッ,新茶　一煎パック栄西物語(薫) 7g,新茶 一煎ﾊﾟｯｸ栄西物,入力する,80,4933378096664,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,41.74,150,2017/6/6,2024/11/13,     ,,       ,,冨久屋様向け,7g,1,製品,2,小売支援課,,新茶　栄西物語(薫)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010518,シンチャイッセンパッ,新茶　一煎パック栄西物語(薫) 4g,新茶 一煎ﾊﾟｯｸ栄西物,入力する,80,4933378099023,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,31.48,60,2019/6/7,2024/9/6,     ,,       ,,茶福用,4g,1,製品,2,小売支援課,,新茶　栄西物語(薫)、一煎パック,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010519,シンチャエイサイモノ,新茶　栄西物語(匠) 50g,新茶 栄西物語(匠) 50,入力する,79,4933378102563,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,313.74,1200,2023/3/31,2024/11/13,     ,,       ,,,50g,1,製品,2,小売支援課,,新茶　栄西物語(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010520,シンチャエイサイモノ,新茶　栄西物語(匠) 80g,新茶 栄西物語(匠) 80,入力する,79,4933378102570,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,484.3,1850,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶　栄西物語(匠)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010521,シンチャエイサイモノ,新茶　栄西物語(薫) 50g,新茶 栄西物語(薫) 50,入力する,80,4933378102587,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,200.7,750,2023/3/31,2024/11/13,     ,,       ,,,50g,1,製品,2,小売支援課,,新茶　栄西物語(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010522,シンチャエイサイモノ,新茶　栄西物語(薫) 80g,新茶 栄西物語(薫) 80,入力する,80,4933378102594,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,303.3,1200,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶　栄西物語(薫)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010523,シンチャエイサイモノ,新茶　栄西物語(風) 80g,新茶 栄西物語(風) 80,入力する,81,4933378102624,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,234.8,880,2023/3/31,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,新茶　栄西物語(風)、袋,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
1010564,シンチャコダマカオリ,新茶　木魂(薫) 80g缶内袋,新茶 木魂(薫)/80g缶,入力する,83,4933378096350,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,283.6,1200,2017/4/18,2024/11/13,     ,,       ,,,80g,1,製品,2,小売支援課,,内袋、新茶木魂(薫)、缶用,1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
