商品[       150101]-[      6000183] ＊＊ 商品ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/04/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品CD,商品名ｶﾅ,商品名,商品名(略),商品名入力,相手先商品番号,JANｺｰﾄﾞ,大分類,中分類,課税区分,在庫管理,入荷残管理,売上残管理,入数,単位,標準在庫数,標準原価,定価,登録日,最終更新日,経理ｺｰﾄﾞ,科目名,仕入先ｺｰﾄﾞ,仕入先名,備考,仕様,種別コード,種別名,管理部署コード,管理部署名,棚番,品　名,軽減税率区分,平均売値,単重,分類１CD,分類１名,分類２CD,分類２名,分類３CD,分類３名,分類４CD,分類４名
4001239,コウチャ,紅茶べにふうき(2番茶)246_1kg(バルク),紅茶べにふうき(2番茶,入力する,246,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,4000,5600,2024/11/19,2024/11/19,     ,,       ,,レインブラントティー専用価格,1㎏、(バルク),1,製品,2,小売支援課,,原料 紅茶べにふうき(2番茶)-M \4000,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),2,有機栽培
4001240,コウチャフンマツ,紅茶粉末(2番茶)223_50g_袋50351,紅茶粉末(2番茶)223_5,入力する,223,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,185.6,750,2024/11/19,2024/11/19,     ,,       ,,コラ向け,50g、 袋50351,1,製品,2,小売支援課,,原料 紅茶粉末(2番茶)-M　篩下,1 軽減税率,,,4,粉末,32,紅茶粉末,2,M(無薬相当品),,
4001241,ホウジチャ,J 碾茶棒ほうじ茶195_1kg_1093,J 碾茶棒ほうじ茶 1kg,入力する,195有機格付け無し,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1145.5,,2024/11/21,2024/12/7,     ,,       ,,セルゲイアンドコ―向け,1kg、(袋:1093),1,製品,2,小売支援課,,原料 有機 碾茶棒ほうじ茶-M,1 軽減税率,,,1,リーフ,7,ほうじ茶,2,M(無薬相当品),2,有機栽培
4001242,アラチャ(シュウトバ,荒茶(秋冬番茶)245_1kg(バルク),荒茶(秋冬番茶)245_1k,入力する,245,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,650,770,2024/11/22,2024/11/22,     ,,       ,,INT向け,1kg単価、バルク,1,製品,2,小売支援課,,原料 荒茶(秋冬番茶220)(棒取・切断)-M,1 軽減税率,,,5,その他,4,番茶,2,M(無薬相当品),,
4001243,マッチャ44,抹茶44(533)_1kg(バルク),抹茶44(533)_1kg(ﾊﾞﾙｸ,入力する,533,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2229,2470,2024/11/25,2025/3/18,     ,,       ,,桃翆園向け,1kg単価、バルク,1,製品,2,小売支援課,,抹茶44(101:203=10:90)/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001244,コウチャベニフウキ,紅茶べにふうき193_5g_袋10230,紅茶べにふうき193_5g,入力する,193,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,43.1,330,2024/11/26,2024/12/7,     ,,       ,,株式会社ヤマト向け(着物屋),5g、袋10230,1,製品,2,小売支援課,,原料 RA ｶｸﾎﾘ紅茶べにふうき(2番茶)-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
4001245,ユウキマッチャ,J 抹茶(上、ｽﾀｰﾀｰ)226_1㎏(バルク),J 抹茶(上､ｽﾀｰﾀｰ)226_,入力する,226有機格付け無し,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2633,6950,2024/12/4,2024/12/4,     ,,       ,,茶匠六兵衛向け,1㎏単価、バルク,1,製品,2,小売支援課,,原料 有機 抹茶(上：ス=40：60)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001246,リョクチャTB２ｇ△,緑茶TB2g△不茶60*58mm外装付き,緑茶TB2g△不茶60*58m,入力する,1064-029,, 20 荷造り,  2 外注加工,1 外税,管理しない,管理する,管理する,,,,,6,2024/12/8,2024/12/8,4426,外注費,1110,㈱カゴシマパッカーズ,,カゴシマパッカーズ/緑茶TB2g△不茶60*58mm外装付き,4,外注加工費,4,総務部,,外注加工,0 通常,,,,,,,,,,
4001247,コウチャベニフウキ,紅茶べにふうき193_4g_袋10230,紅茶べにふうき193_4g,入力する,193,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,38.1,90,2024/12/9,2024/12/9,     ,,       ,,UNIVA向け　※UNIVA限定価格商品,4g、袋10230,1,製品,2,小売支援課,,原料 RA ｶｸﾎﾘ紅茶べにふうき(2番茶)-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
4001248,ホウジチャフンマツ,ほうじ茶粉末191_100g_袋支給,ほうじ茶粉末191_100g,入力する,191(袋：50898),4589470949027,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,169.5,510,2024/12/9,2024/12/9,     ,,       ,,※JANコードはかんぶつ生活様の登録コード,100g、袋支給(50898/清和)、表ラベル支給,   ,,   ,,,原料 ほうじ茶粉末(碾:葉=1:1)-M,1 軽減税率,,,4,粉末,29,ほうじ茶粉末,2,M(無薬相当品),,
4001249,ホウジチャ,ほうじ茶 焙紅華(ほいこうか) 20gJAWD,ほうじ茶 焙紅華(ほい,入力する,242(袋:50349),4933378103553,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,129.02,1300,2024/12/12,2025/2/8,     ,,       ,,日本茶アワード受賞茶,20g、(袋:50349) 日本茶アワード受賞茶,1,製品,2,小売支援課,,原料 ほうじ茶 さわやかな甘さ焙紅華-M,1 軽減税率,,,1,リーフ,7,ほうじ茶,2,M(無薬相当品),,
4001250,マッチャ,抹茶(スターター)232_1kg_袋1093,抹茶(ｽﾀｰﾀｰ)232_1kg_,入力する,232,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1345.5,3800,2024/12/14,2024/12/14,     ,,       ,,,1kg、袋1093,1,製品,2,小売支援課,,原料 抹茶(スターター)(061外注)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001251,テンチャボウホウジチ,碾茶棒ほうじ茶パウダー116_1kgバルク,碾茶棒ほうじ茶ﾊﾟｳﾀﾞｰ,入力する,116,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1200,4000,2024/12/14,2025/1/9,     ,,       ,,ルパルドゥザ向け,1kg単価、バルク,1,製品,2,小売支援課,,原料 碾茶棒ほうじ茶粉末-M,1 軽減税率,,,4,粉末,29,ほうじ茶粉末,2,M(無薬相当品),,
4001252,ジョウセンチャ,会葬品内袋 上煎茶40g(袋:TF-11),会葬品内袋 上煎茶40g,入力する,12,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,82.3,,2024/12/20,2024/12/20,     ,,       ,,,40g、袋:TF-11,2,半製品,1,卸課,,会葬品内袋,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001253,ジョウセンチャ,会葬品内袋 上煎茶50g(袋:TF-11),会葬品内袋 上煎茶50g,入力する,12,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,99.4,,2024/12/20,2024/12/20,     ,,       ,,,50g、袋:TF-11,2,半製品,1,卸課,,会葬品内袋,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001254,カイソウヒンナイタイ,会葬品内袋 煎茶50g(袋:TF-10),会葬品内袋 煎茶50g(,入力する,74,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,88.7,,2025/1/7,2025/1/7,     ,,       ,,,50g(袋:TF-10),2,半製品,1,卸課,,会葬品内袋 煎茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001255,ホウジチャ,秋冬番ほうじ茶033_1kg(バルク),秋冬番ほうじ茶033_1k,入力する,33,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,600,1670,2025/1/9,2025/1/9,     ,,       ,,ユーロテ向け,1kg単価 、バルク,1,製品,2,小売支援課,,原料 秋冬番茶 ほうじ茶-M,1 軽減税率,,,1,リーフ,7,ほうじ茶,2,M(無薬相当品),,
4001256,ウーロンブラック,ウーロンブラック094切断_1㎏_袋1093,ｳｰﾛﾝﾌﾞﾗｯｸﾃｨｰ094切断_,入力する,094(切断したもの),,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2645.5,6100,2025/1/9,2025/1/9,     ,,       ,,サンメレ向け　※裁断費200円請求,1kg、袋:1093 ※094を裁断した原料,1,製品,2,小売支援課,,原料 TEAETｳｰﾛﾝﾌﾞﾗｯｸ(TB)-M,1 軽減税率,,,1,リーフ,16,ウーロンブラックティ,2,M(無薬相当品),,
4001257,ジョウフカムシチャ,会葬品内袋 上深蒸し茶60g(袋:TF-13),会葬品内袋 上深蒸し,入力する,72,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,165.22,,2025/1/16,2025/1/25,     ,,       ,,,60g、袋:TF-13,2,半製品,1,卸課,,原料 仏上深蒸し茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001258,ユウキマッチャ,有機 抹茶(中)120_50g_袋50349,有機 抹茶(中)120_50g,入力する,120,,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,159.6,,2025/1/16,2025/2/8,     ,,       ,,,50g、袋50349,1,製品,2,小売支援課,,原料 有機 抹茶(中)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001259,ユウキマッチャ,有機 抹茶(スターター)146_50g_袋50349,有機 抹茶(ｽﾀｰﾀｰ)146_,入力する,146,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,113.5,,2025/1/16,2025/2/8,     ,,       ,,,50g、袋50349,1,製品,2,小売支援課,,原料 有機 抹茶(スターター)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001260,1ホンバコ,100g平袋×1本用カートン 志 13410,カートン/13410,入力する,13410,, 13 箱,  1 資材,1 外税,管理する,管理する,管理する,,,,29,,2025/1/16,2025/1/20,4334,容器包装費,1010,㈱清和,,清和/平袋1本用志 13410,3,原材料,1,卸課,,カートン,0 通常,,,,,,,,,,
4001261,カイソウヒンナイタイ,会葬品内袋 深蒸し茶50g(袋:TF-12),会葬品内袋 深蒸し茶5,入力する,73,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,120.05,,2025/1/25,2025/1/25,     ,,       ,,,50g、袋:TF-12,2,半製品,1,卸課,,原料 仏深蒸し茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001262,カイソウヒンナイタイ,会葬品内袋 煎茶30g(袋:TF-10),会葬品内袋 煎茶40g(,入力する,74,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,58.78,,2025/1/28,2025/2/8,     ,,       ,,,30g(袋:TF-10),2,半製品,1,卸課,,原料 仏煎茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001263,ホウジチャフンマツ,ほうじ茶粉末032_500g_袋222,ほうじ茶粉末032_500g,入力する,32,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,939,,2025/1/31,2025/1/31,     ,,       ,,チョコレコ向け,500g　袋:222,1,製品,2,小売支援課,,原料 ほうじ茶粉末,1 軽減税率,,,4,粉末,29,ほうじ茶粉末,5,慣行品(上記以外),,
4001264,コウチャフンマツ,紅茶粉末_500g_袋222,紅茶粉末_500g_袋222,入力する,(原料未登録),,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,47.5,,2025/1/31,2025/1/31,     ,,       ,,チョコレコ向け,500g　袋:222,1,製品,2,小売支援課,,原料製茶支給品,1 軽減税率,,,,,,,,,,
4001265,コウチャ,紅茶ブレンド247_1kg(バルク),紅茶ﾌﾞﾚﾝﾄﾞ247_1kg(ﾊﾞ,入力する,247,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2403.5,6780,2025/2/4,2025/2/4,     ,,       ,,サンメレ向け,1kg単価、バルク,1,製品,1,卸課,,原料 ブレンド紅茶-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),,
4001266,ウーロンブラック,ウーロンブラック篩下248_1kg(バルク),ｳｰﾛﾝﾌﾞﾗｯｸ篩下248_1kg,入力する,248,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,703.5,2060,2025/2/4,2025/2/4,     ,,       ,,サンメレ向け,1kg単価、バルク,1,製品,1,卸課,,原料 ウーロン紅茶(秋冬番茶)-M 篩下,1 軽減税率,,,5,その他,16,ウーロンブラックティ,2,M(無薬相当品),,
4001267,カイソウヒンナイタイ,会葬品内袋 深蒸し茶40g(袋:TF-12),会葬品内袋 深蒸し茶4,入力する,73,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,98.82,,2025/2/14,2025/2/14,     ,,       ,,,40g、袋:TF-12,2,半製品,1,卸課,,原料 仏深蒸し茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001268,マッチャチュウ,有機 抹茶(中)120_1kg(バルク),有機 抹茶(中)1kgﾊﾞﾙｸ,入力する,120,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2522,,2025/2/20,2025/2/20,     ,,       ,,,1kg単価、バルク,1,製品,2,小売支援課,,原料 有機 抹茶(中)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001269,フクロヅメカコウチン,袋詰め加工1kg詰め(手詰め)/静岡ﾛｰｽﾄ,袋詰め加工1kg詰め(手,入力する,静岡ローストシステム,, 20 荷造り,  2 外注加工,1 外税,管理しない,管理する,管理する,,,,150,,2025/2/22,2025/2/22,     ,,1165,静岡ローストシステム㈱,,手詰め加工/静岡ローストシステム,6,その他,2,小売支援課,,外注加工,1 軽減税率,,,,,,,,,,
4001270,マッチャ44,抹茶44(533)_1kg_袋1093,抹茶44(533)_1kg_袋10,入力する,533(袋詰め外部加工),,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2418,,2025/2/22,2025/3/18,     ,,       ,,桃翆園向け,1kg、袋:1093(袋詰め外部加工),1,製品,2,小売支援課,,抹茶44(101:203=10:90)-M/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001271,マッチャ(スターター),抹茶(スターター)536_1kg(バルク),抹茶(ｽﾀｰﾀｰ)(536)_1kg,入力する,536,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1313,,2025/2/22,2025/3/25,     ,,       ,,大塚製茶向け,1kg単価、バルク,1,製品,2,小売支援課,,抹茶(スターター)203-M/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001272,マッチャ(スターター),抹茶(スターター)536_1kg_袋1093,抹茶(ｽﾀｰﾀｰ)(536)_1㎏,入力する,536(袋詰め自社),,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1355.5,,2025/2/22,2025/3/25,     ,,       ,,061の在庫が少ないため,1kg、袋:1093,1,製品,2,小売支援課,,抹茶(スターター)203-M/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001273,カイソウヒンナイタイ,会葬品内袋 深蒸し茶60g(袋:TF-12),会葬品内袋 深蒸茶60g,入力する,73,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,141.28,,2025/2/26,2025/2/26,     ,,       ,,,60g、袋:TF-12,2,半製品,1,卸課,,原料 仏深蒸し茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4001274,マッチャスターター,抹茶 #1(536)/1kg入,抹茶 #1(536)/1kg入,入力する,536(袋:1093)袋詰自社,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1355.5,2100,2025/2/26,2025/3/18,     ,,       ,,辻利茶舗向け,1kg、袋:1093,1,製品,2,小売支援課,,抹茶(スターター)203-M/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001275,マッチャジョウ,抹茶(上)056_60g_袋50351,抹茶(上)056_60g_袋50,入力する,56,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,273,,2025/2/26,2025/2/26,     ,,       ,,,60g、袋:50351,1,製品,2,小売支援課,,原料 抹茶(上)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001276,マッチャチュウ,抹茶(中)058_60g_袋50351,抹茶(中)058_60g_袋50,入力する,58,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,156,,2025/2/26,2025/2/26,     ,,       ,,,60g、袋:50351,1,製品,2,小売支援課,,原料 抹茶(中)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001277,ユウキマッチャジョウ,有機 抹茶(上)142_60g_袋50351,有機 抹茶(上)142_60g,入力する,142,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,333,,2025/2/26,2025/2/26,     ,,       ,,,60g、袋:50351,1,製品,2,小売支援課,,原料 有機 抹茶(上)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001278,ユウキマッチャチュウ,有機 抹茶(中)120_60g_袋50351,有機 抹茶(中)120_60g,入力する,120,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,184.32,,2025/2/26,2025/2/26,     ,,       ,,,60g、袋:50351,1,製品,2,小売支援課,,原料 有機 抹茶(中)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001279,ユウキコウチャ,有機 紅茶249_1kg(バルク),有機 紅茶249_1kg(ﾊﾞﾙ,入力する,249(切断あり),,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2700,8960,2025/3/7,2025/3/22,     ,,       ,,7T+向け(フジパン向け),1kg単価、バルク,1,製品,2,小売支援課,,原料 有機 紅茶(183:235=50:50)切断-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),2,有機栽培
4001280,ショウミキゲンラベル,別注PB3-208用ラベル賞味期限,別注P3-208用ﾗﾍﾞﾙ賞,入力する,,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,285,,2025/3/10,2025/3/11,4205,荷造包装費,1025,㈱吉村,,別注PB3-208用ラベル賞味期限,3,原材料,4,総務部,,別注PB3-208用ラベル賞味期限,0 通常,,,,,,,,,,
4001281,マッチャスターター,抹茶(スターター)536_4g_袋11489,抹茶(ｽﾀｰﾀｰ)536_4g_袋,入力する,536,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,18.55,,2025/3/11,2025/3/18,     ,,       ,,サンプル用,4g、袋：11489,1,製品,2,小売支援課,,抹茶(スターター)203-M/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001282,ユウキマッチャジョウ,有機 抹茶(上)142_4g_袋11489,有機 抹茶(上)142_4g_,入力する,142,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,33.3,,2025/3/11,2025/3/11,     ,,       ,,,4g、袋:11489,1,製品,2,小売支援課,,原料 有機 抹茶(上)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),2,有機栽培
4001283,ユウキホウジチャフン,有機 碾茶棒ほうじ茶粉末211_4g_11489,有機 碾茶棒ほうじ茶2,入力する,211,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,19.7,,2025/3/11,2025/3/31,     ,,       ,,,4g、袋:11489,1,製品,2,小売支援課,,原料 有機 碾茶棒ほうじ茶粉末-M,1 軽減税率,,,4,粉末,7,ほうじ茶,2,M(無薬相当品),2,有機栽培
4001284,リョクチャデンセツカ,緑茶伝説(薫)003_100g_袋50345,緑茶伝説(薫)003_100g,入力する,3,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,371.8,,2025/3/18,2025/3/18,     ,,       ,,,100g、袋：50345,1,製品,2,小売支援課,,緑茶伝説(薫),1 軽減税率,,,1,リーフ,1,煎茶,2,M(無薬相当品),,
4001285,マッチャスターター,抹茶(スターター)536_50g_袋50351,抹茶(ｽﾀｰﾀｰ)536_50g_,入力する,536,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,98.65,,2025/3/25,2025/3/25,     ,,       ,,,50g、袋:50351,1,製品,2,小売支援課,,抹茶(スターター)203-M/静岡ﾛｰｽﾄ加工,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001286,ユウキコウチャ,有機 紅茶183_1kg_袋1093,有機 紅茶183_1kg_袋1,入力する,183,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2242.5,8600,2025/3/28,2025/3/28,     ,,       ,,7T+向け,1kg、袋:1093,1,製品,2,小売支援課,,原料 有機 紅茶(秋冬番茶)-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),2,有機栽培
4001287,ユウキコウチャ,有機 紅茶250_1kg_袋1093,有機 紅茶250_1kg_袋1,入力する,250,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2642.5,9160,2025/3/28,2025/3/28,     ,,       ,,7T+向け,1kg、袋:1093,1,製品,2,小売支援課,,原料 有機 紅茶(183:235＝50:50)-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),2,有機栽培
4001288,ユウキコウチャ,有機 紅茶250_500g_袋222,有機 紅茶250_500g_袋,入力する,250,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1347.5,,2025/3/29,2025/3/29,     ,,       ,,,500g、袋:222,1,製品,2,小売支援課,,原料 有機 紅茶(183:235＝50:50)-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),2,有機栽培
4001289,マッチャスターター,抹茶(スターター)232_50g_袋50349,抹茶(ｽﾀｰﾀｰ)232_50g_,入力する,232,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,680.5,,2025/3/29,2025/3/29,     ,,       ,,,50g、袋:50349,1,製品,2,小売支援課,,原料 抹茶(スターター)(061外注)-M,1 軽減税率,,,4,粉末,27,抹茶,2,M(無薬相当品),,
4001290,チャチャナツメ,茶茶なつめ,茶茶なつめ,入力する,CHRN-2N,4977642093140, 28 仕入れ,  1 仕入れ,1 外税,管理する,管理する,管理する,,,,1250,2500,2025/4/1,2025/4/2,4203,その他仕入,1089,茶陶苑　まさき,,HARIO　W83,3,原材料,2,小売支援課,,急須,0 通常,,,,,,,,,,
5000049,ブツフクロギフト,ギフト緑　2000S(税抜),ｷﾞﾌﾄ緑 2000S(税抜),入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,956.5,,2017/1/26,2024/11/14,     ,,       ,,,緑(薫)80g、栄(薫)80g,7,セット商品,1,卸課,,仏袋ギフト,1 軽減税率,,,,,,,,,,
5000050,ブツカンギフト,ギフト天　2000S(税抜),ｷﾞﾌﾄ天 2000S(税抜),入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,839.71,,2017/1/26,2024/11/14,     ,,       ,,,緑(薫)80g、木(薫)80g,7,セット商品,1,卸課,,仏缶ギフト,1 軽減税率,,,,,,,,,,
5000052,ブツカートンギフト,ギフト華　3000S(税抜),ｷﾞﾌﾄ華 3000S(税抜),入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,1146.7,,2017/1/26,2024/11/14,     ,,       ,,,緑(薫)80g、栄(薫)80g、木(薫)80g,7,セット商品,1,卸課,,仏カートンギフト,1 軽減税率,,,,,,,,,,
5000054,ブツカンギフト,ギフト風　5000S(税抜),ｷﾞﾌﾄ風 5000S(税抜),入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,2119.53,,2017/1/26,2024/11/14,     ,,       ,,,緑(薫)80g×3、木(薫)80g×2,7,セット商品,1,卸課,,仏缶ギフト,1 軽減税率,,,,,,,,,,
5000055,ブツカンギフト,ギフト空　5000S(税抜),ｷﾞﾌﾄ空 5000S(税抜),入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,1583.53,,2017/1/26,2024/11/14,     ,,       ,,,緑(薫)100g×2、栄(薫)100g,7,セット商品,1,卸課,,仏缶ギフト,1 軽減税率,,,,,,,,,,
5000058,ブツカートンギフト,ギフトK香　1500S(税抜),ｷﾞﾌﾄK香 1500S(税抜),入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,467.32,,2017/1/26,2024/11/14,     ,,       ,,,深蒸し茶60g×2,7,セット商品,1,卸課,,仏カートンギフト,1 軽減税率,,,,,,,,,,
5000082,ギフトワ－４－,ギフト和-4-24,ｷﾞﾌﾄ和-4-,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,535.73,1200,2017/1/26,2024/11/14,     ,,       ,,,緑茶P1g/10、緑茶TB3g/6、ギフト2本箱,7,セット商品,1,卸課,,TEAETセット,1 軽減税率,,,,,,,,,,
5000086,ギフトワ－５－,ギフト和-5-24,ｷﾞﾌﾄ和-5-,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,688.25,1800,2017/1/26,2024/11/14,     ,,       ,,,緑茶P1g/10、緑茶TB3g/6、紅茶TB3g/4、ギフト3本箱,7,セット商品,1,卸課,,TEAETギフトセット,1 軽減税率,,,,,,,,,,
5000087,ギフトワ－８－,ギフト和-8-24,ギフト和-8-,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,192.56,600,2017/1/26,2024/11/14,     ,,       ,,,大隅ゆず、紅茶TB、大隅ｼﾞﾝｼﾞｬｰ、ｳｰﾛﾝﾌﾞﾗｯｸ、緑茶TB×2,7,セット商品,1,卸課,,個包装ギフト,1 軽減税率,,,,,,,,,,
5000133,ギフトワ－２－,ギフト和-2-24,ｷﾞﾌﾄ和-2-,入力する,,4933378102891, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,269.42,790,2020/4/24,2024/11/14,     ,,       ,,,水出し煎茶3g/8個、上煎茶50g,7,セット商品,1,卸課,,袋ギフト,1 軽減税率,,,,,,,,,,
5000134,ギフトワ－３－,ギフト和-3-24,ｷﾞﾌﾄ和-3-,入力する,,4933378102907, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,416.13,1181,2020/4/24,2024/11/14,     ,,       ,,,水出し煎茶3g/8個×2、上煎茶50g,7,セット商品,1,卸課,,袋ギフト,1 軽減税率,,,,,,,,,,
5000135,ギフトワ－７－,ギフト和-7-24,ｷﾞﾌﾄ和-7-,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,625.49,1801,2020/4/24,2024/11/14,     ,,       ,,,緑茶伝説(風)80g、栄西物語(風)80g,7,セット商品,1,卸課,,カートンギフト,1 軽減税率,,,,,,,,,,
5000136,ギフトワ－６－,ギフト和-6-24,ｷﾞﾌﾄ和-6-,入力する,,, 15 仏事,  1 お茶,1 外税,管理する,管理する,管理する,,,,781.96,1800,2020/4/24,2024/11/14,     ,,       ,,,普通さえ30g、釜入おく30g,7,セット商品,1,卸課,,カクホリギフト,1 軽減税率,,,,,,,,,,
